max_in_size,min_in_size,max_out_size,min_out_size,mean_in_size,mean_out_size
-3,-1298,1298,67,-1264.2526645768025,974.5841584158416
-3,-1298,1298,61,-1279.795655125594,1069.4565217391305
-3,-1298,1298,90,-1274.5960490463215,1076.0422535211267
-3,-1298,1298,61,-1269.437417654809,1003.2048192771084
-3,-1298,1298,61,-1275.4700854700855,985.4114285714286
-24,-1448,1298,33,-1287.0308592710828,1053.269624573379
-3,-1448,1298,3,-1276.7398536260812,1055.625
-32,-1298,1298,90,-1278.0404964075767,1060.5027932960893
-64,-1448,1298,61,-1278.7514831905075,1021.9408284023668
-61,-1298,1298,3,-1276.928664921466,981.8304093567251
-15,-1298,1298,90,-1276.1910408432148,1070.7380952380952
-61,-1298,1298,29,-1284.4516971279375,1109.721590909091
-3,-1298,1298,3,-1290.070780399274,1116.0915254237289
-3,-1298,1298,61,-1268.3103674540682,955.6666666666666
-32,-1298,1298,6,-1283.7054569362263,1018.448275862069
-3,-1298,1298,26,-1287.0149097567355,1121.4296028880867
-3,-1298,1298,90,-1276.408813559322,1030.6322580645162
-10,-1298,1298,61,-1269.017094017094,1027.6582278481012
-32,-1298,1298,29,-1275.5129053606884,1008.8452380952381
-76,-1298,1298,61,-1275.4618892508142,1044.4550898203593
-35,-1298,1298,61,-1276.6492985971945,1037.5802469135801
-3,-1298,1298,32,-1276.7204695524579,936.5639097744361
-12,-1448,1298,61,-1278.7461486939048,1021.8741721854304
-3,-1298,1298,3,-1277.9620253164558,997.7454545454545
-3,-1298,1298,61,-1274.8153333333332,1046.2962962962963
-9,-1298,1298,93,-1287.6707988980716,1009.3881578947369
-3,-1448,1298,26,-1269.343894389439,992.8787878787879
-3,-1298,1298,61,-1277.6695536309128,1017.9423076923077
-4,-1298,1298,3,-1268.68960770819,1017.9005847953216
-3,-1448,1448,33,-1276.4042407660738,1014.76875
-302,-1298,1298,61,-1279.9024163568772,961.1168831168832
-9,-1298,1298,90,-1288.7289281997919,1056.4823943661972
-3,-1448,1298,33,-1272.0686755430975,995.0822784810126
-15,-1298,1298,61,-1272.9281842818427,1044.1476510067114
-9,-1298,1298,3,-1284.2104434531618,1075.6114864864865
-3,-1298,1298,13,-1286.6105919003114,1123.4354243542437
-9,-1298,1298,61,-1274.3554572271387,1024.7142857142858
-150,-1298,1298,61,-1278.0646437994724,1049.0245398773006
-9,-1298,1298,26,-1286.4037570766855,1076.801393728223
-3,-1298,1298,64,-1275.2744310575636,998.3630573248407
-3,-1298,1298,90,-1272.9229222520107,1032.8791946308725
-32,-1298,1298,3,-1277.8810178817057,1018.1390728476821
-3,-1298,1298,61,-1271.9484396200814,1021.2451612903226
-38,-1298,1298,32,-1274.7159640635798,1023.8846153846154
-9,-1298,1298,26,-1285.5688002073075,1054.375415282392
-3,-1298,1298,3,-1279.8514644351465,962.3404255319149
-3,-1298,1298,32,-1273.2093023255813,998.3506493506494
-3,-1298,1298,119,-1272.3006263048017,1030.5095541401274
-3,-1298,1298,3,-1276.4874651810585,1012.5128205128206
-35,-1298,1298,32,-1277.9590443686006,1031.7727272727273
-3,-1298,1298,26,-1274.9694819020583,1023.9251700680272
-3,-1298,1298,32,-1276.53998632946,993.6075949367089
-32,-1298,1298,270,-1280.8196721311476,948.9518072289156
-63,-1298,1298,26,-1288.9179124049306,1112.6455223880596
-6,-1298,1298,3,-1280.7225806451613,1037.5233333333333
-9,-1298,1298,90,-1287.3594976452118,1087.9163879598661
-9,-1298,1298,61,-1278.2239618788292,1046.3774834437086
-32,-1298,1298,61,-1288.4932432432433,998.5390070921986
-3,-1298,1298,3,-1276.047983310153,1037.248322147651
-15,-1298,1298,32,-1276.3744075829384,1022.32
-61,-1448,1298,61,-1271.1344989912575,1025.0434782608695
-233,-1298,1298,61,-1284.6430536451169,989.5
-3,-1298,1298,3,-1275.6058344640435,1015.5960264900663
-61,-1298,1298,93,-1282.9662162162163,982.9731543624162
-32,-1298,1298,32,-1281.9419311276165,1030.8954248366013
-3,-1298,1298,32,-1275.4042253521127,1022.08
-32,-1298,1298,90,-1289.4506061387672,1026.1826923076924
-9,-1298,1298,61,-1279.101203113942,1012.6643356643357
-24,-1298,1298,64,-1277.4888135593221,1024.275167785235
-32,-1298,1298,3,-1275.8885157824043,1032.638888888889
-3,-1298,1298,61,-1272.9565512559402,999.8910256410256
-3,-1298,1298,3,-1273.0104529616724,1005.7697841726618
-3,-1298,1298,61,-1285.5884995507638,929.5066666666667
-3,-1298,1298,61,-1275.9654471544716,1028.8322147651006
-3,-1298,1298,3,-1277.8123287671233,1018.722972972973
